aadhaar_like_id,household_id,annual_income,scheme_enrolled,district,bank_account,phone_number,registrations_per_aadhaar,bank_shared_count,phone_shared_count,fraud_label
391981103020,HH63562,100643,PM-KISAN,District_6,BA58138742,9695163184,1,1,8,1
226214423651,HH60569,94670,MGNREGA,District_3,BA45878675,8923632521,1,1,1,0
653127744867,HH30931,90951,Food-Ration,District_31,BA77121796,8886204910,1,1,1,0
665561928986,HH17266,103509,Food-Ration,District_38,BA33369101,9137283927,1,1,1,0
496852279904,HH90078,67222,MGNREGA,District_5,BA83844235,9625208306,1,1,1,0
063429775556,HH53973,13930,Scholarship,District_31,BA89544112,6907124784,1,1,1,0
414659317335,HH39527,67831,MGNREGA,District_9,BA85713971,6621348430,1,1,1,0
041220396714,HH39049,40264,MGNREGA,District_12,BA01054069,8469404011,1,1,1,0
871636584427,HH80080,48044,Scholarship,District_26,BA26930039,6963195891,1,1,1,0
202479743122,HH14131,32727,Scholarship,District_14,BA49783114,6347764136,1,1,1,0
556550121635,HH75402,55679,Food-Ration,District_45,BA78140648,9438570340,1,1,1,0
028733430799,HH26608,52101,PM-KISAN,District_40,BA68239328,9612370001,1,1,1,0
639973369612,HH83376,5000,PM-KISAN,District_42,BA31591176,7043082693,1,1,1,0
351460101335,HH87707,91006,MGNREGA,District_39,BA91179936,6943952132,1,1,1,0
035947236407,HH16044,136609,MGNREGA,District_32,BA80391222,8073655046,1,1,1,0
731865309104,HH52455,88187,MGNREGA,District_33,BA91238137,7745026742,1,8,1,1
698113211421,HH89531,63912,Food-Ration,District_19,BA42766666,6055163262,4,1,1,1
512481584752,HH49334,68357,Pension,District_19,BA25172687,8744186487,1,1,1,0
267859581658,HH27772,57370,Pension,District_16,BA32867848,9905300792,1,1,1,0
680306695062,HH94869,72701,Food-Ration,District_13,BA29081588,9063903156,1,8,1,1
127682780011,HH70137,68889,PM-KISAN,District_49,BA38852872,7392506231,1,7,5,1
895367195909,HH52641,44768,Scholarship,District_11,BA06786869,7128656563,1,1,1,0
750183015448,HH54237,120486,MGNREGA,District_10,BA75167526,7312394292,1,1,1,0
734842953285,HH24489,25385,MGNREGA,District_36,BA41638146,8046237087,1,1,1,0
477101433913,HH50391,91549,Pension,District_7,BA06598361,8460284125,4,1,1,1
294216931855,HH55321,66964,Scholarship,District_25,BA76967045,7359120198,1,1,1,0
127038313809,HH11826,127024,Food-Ration,District_49,BA47152132,8992756194,1,1,1,0
221322819569,HH55840,80225,Food-Ration,District_27,BA81455534,6195709288,1,1,1,0
618802293725,HH17164,59202,PM-KISAN,District_37,BA66786604,7126639677,1,1,1,0
894400039545,HH60243,62568,MGNREGA,District_27,BA32306371,6466970315,1,1,1,0
151624900526,HH21400,71197,Food-Ration,District_25,BA46244430,6342366789,1,1,1,0
141743676944,HH50303,35716,Pension,District_33,BA44964778,8662220340,1,1,1,0
853652929676,HH24560,46993,PM-KISAN,District_21,BA87776501,6226438103,1,4,1,1
507802964868,HH54223,16451,Scholarship,District_15,BA21073571,7684605526,1,4,7,1
533927462017,HH76517,42310,Pension,District_14,BA84769353,9658347756,1,1,11,1
552038024503,HH53563,72817,Pension,District_3,BA76520100,7094985851,1,1,1,0
583374931585,HH45776,79005,PM-KISAN,District_38,BA23262510,8413650241,4,1,1,1
430223486775,HH32252,10620,Food-Ration,District_24,BA72897586,7289077514,1,1,1,0
708121953926,HH38046,65883,Food-Ration,District_50,BA14271026,9278391138,1,1,1,0
813516238399,HH74018,86902,MGNREGA,District_30,BA76664743,6866263888,1,1,1,0
693751687505,HH23086,65112,Pension,District_19,BA33892332,8899726900,1,1,1,0
292706730713,HH32810,50986,Scholarship,District_37,BA46193490,7411621570,1,1,1,0
342750191807,HH80539,57635,Pension,District_29,BA28974040,8444477636,1,1,1,0
316604193954,HH58904,53777,Scholarship,District_47,BA75543594,6573227478,1,1,9,1
444501618943,HH23804,50898,Pension,District_21,BA14977788,8598582467,1,1,1,0
841160998152,HH24595,75214,PM-KISAN,District_9,BA51507019,8955110817,1,1,1,0
163360703244,HH11434,139230,Pension,District_3,BA50206788,7409351456,1,1,1,0
438529806966,HH74124,47689,Scholarship,District_33,BA64814020,6209172251,1,1,1,0
653470362845,HH22399,60455,Scholarship,District_11,BA52596444,7202480840,4,1,1,1
984635858952,HH10529,68449,Pension,District_12,BA79295787,7205290734,7,1,1,1
838747264291,HH64920,49379,Food-Ration,District_5,BA91672492,8370228317,1,1,1,0
711260045081,HH16058,102947,PM-KISAN,District_23,BA31377089,6942191176,4,1,1,1
984853509205,HH65852,5000,PM-KISAN,District_47,BA95888475,7028130300,1,1,1,0
316620018771,HH87269,54068,PM-KISAN,District_20,BA12043142,8514381555,1,1,1,0
417877298647,HH75476,94549,MGNREGA,District_34,BA17715550,7715991147,1,1,1,0
280529859698,HH12444,61177,Food-Ration,District_18,BA13487622,9134113780,1,1,1,0
786844796977,HH82039,45374,Scholarship,District_28,BA53698901,9382876948,1,1,1,0
970629980190,HH18374,83222,Food-Ration,District_38,BA39347045,8296148908,1,1,1,0
452297964287,HH99924,97190,MGNREGA,District_46,BA84048980,9593886863,1,1,1,0
631632527989,HH82531,76319,Pension,District_23,BA08086338,7094580486,1,1,1,0
384378371858,HH83446,45963,Scholarship,District_48,BA83872119,9958549403,1,1,1,0
009824049784,HH44333,83686,Pension,District_48,BA42822532,8163196681,1,1,1,0
878765951263,HH28090,57938,Food-Ration,District_42,BA63621731,8584436106,1,1,9,1
250997218972,HH26516,92355,Scholarship,District_26,BA42491800,8273398407,1,1,1,0
116462267160,HH93046,114497,Pension,District_2,BA38909942,8588970081,1,1,1,0
999840005320,HH66776,5000,Scholarship,District_37,BA07607393,7336891015,1,1,1,0
282385831625,HH40438,73332,Pension,District_10,BA29767260,9048656326,1,1,1,0
793676379731,HH77976,17927,Scholarship,District_27,BA50041433,7147912631,1,1,1,0
670546116398,HH92981,143253,Food-Ration,District_7,BA07634919,9901214059,4,1,1,1
312381540107,HH89727,55956,Scholarship,District_20,BA87678285,8152562344,1,8,1,1
865885798187,HH56622,92391,PM-KISAN,District_26,BA68987295,9817690201,1,1,1,0
708055978556,HH40806,68940,Food-Ration,District_41,BA93338546,9552523136,1,1,1,0
680770474932,HH72688,45907,Scholarship,District_6,BA11414121,9883040265,1,1,1,0
136313444302,HH24217,42338,Scholarship,District_20,BA11222743,6594455480,1,1,1,0
005888554424,HH72200,117570,Scholarship,District_22,BA55522279,7695771049,1,1,1,0
731966075108,HH64459,98678,MGNREGA,District_8,BA49805237,8648869171,1,1,1,0
912542597378,HH62583,128307,Pension,District_3,BA06009716,7216937255,1,1,1,0
631798473035,HH15025,71663,Pension,District_48,BA57588682,8549630302,1,1,1,0
834369815403,HH85452,78637,Pension,District_12,BA30045119,9502152927,1,1,8,1
161619092608,HH99224,61984,Scholarship,District_8,BA27503479,6298605746,1,1,1,0
199360515440,HH68457,61387,Scholarship,District_11,BA68896166,8301994226,1,1,5,1
892430736515,HH35303,38743,Scholarship,District_40,BA14256121,6221196718,1,1,1,0
237859724673,HH32158,72520,PM-KISAN,District_4,BA14696554,9030985085,1,14,1,1
173181491929,HH61610,46322,Scholarship,District_18,BA72438058,7805876946,1,8,1,1
379810138712,HH38285,83257,Food-Ration,District_22,BA80154082,7824634814,1,1,6,1
909273224302,HH12366,75100,Food-Ration,District_3,BA68501274,9381179023,1,1,1,0
870562995818,HH77027,78630,PM-KISAN,District_42,BA21180396,8650878983,1,8,1,1
425854758692,HH55779,120253,MGNREGA,District_22,BA15146755,6607943494,1,1,1,0
343019428115,HH11879,68868,MGNREGA,District_17,BA33231427,9057162984,1,1,11,1
438931939982,HH63845,92701,MGNREGA,District_38,BA11178780,7604127528,1,1,1,0
957014466613,HH99965,131545,MGNREGA,District_40,BA57762220,9055408670,4,1,11,1
037752532219,HH96322,109198,Food-Ration,District_9,BA56258319,9508002007,1,1,8,1
778188846664,HH60837,104595,Food-Ration,District_5,BA74385986,6329516820,1,1,1,0
818656112067,HH96877,60799,Scholarship,District_15,BA14777342,7160618314,1,1,1,0
118867459512,HH11355,76889,Pension,District_13,BA41256427,8539053782,1,1,1,0
874377673944,HH16580,58422,Food-Ration,District_21,BA20994485,6463248667,1,1,1,0
962360839753,HH23906,84967,PM-KISAN,District_10,BA16829460,6624468674,1,1,1,0
185021426351,HH73884,78233,Scholarship,District_26,BA44174881,8651308409,1,1,1,0
809998855684,HH74298,70701,Food-Ration,District_15,BA52507835,8144528662,1,1,1,0
259670842064,HH64462,100815,MGNREGA,District_50,BA58713040,6644648446,1,1,1,0
482402378335,HH70163,33766,PM-KISAN,District_15,BA06078351,7810062020,1,4,10,1
168490121658,HH79857,119045,PM-KISAN,District_50,BA99331161,8774725231,4,1,1,1
414321198033,HH31120,97052,PM-KISAN,District_28,BA47094511,7839574737,1,1,1,0
563721838256,HH58054,67880,MGNREGA,District_11,BA41080987,6463449540,1,1,1,0
309053563238,HH91455,65538,Scholarship,District_11,BA42057247,7739875318,1,1,1,0
506439875843,HH93370,84418,PM-KISAN,District_47,BA82448079,8016127845,1,1,1,0
138513518570,HH57848,115625,Pension,District_45,BA53916921,7715941997,1,1,1,0
409681828478,HH17013,73048,Food-Ration,District_5,BA33677669,9429121930,1,1,1,0
392512342876,HH21862,74320,Scholarship,District_18,BA24916700,8072106102,1,1,1,0
525990830268,HH49890,70543,Pension,District_45,BA47503655,8546811291,1,1,9,1
041680715704,HH43302,123460,PM-KISAN,District_22,BA58449532,6378013707,1,1,1,0
318834806574,HH64520,58933,MGNREGA,District_19,BA70473851,6234631340,1,1,19,1
633280420688,HH57166,69114,MGNREGA,District_25,BA50891776,6324716877,1,9,12,1
436741937069,HH11085,113903,MGNREGA,District_15,BA59215809,8307951441,1,1,1,0
379549459810,HH74016,74410,Scholarship,District_10,BA68714484,8353588720,1,1,1,0
266448018030,HH10605,104111,MGNREGA,District_32,BA59581820,6869755114,1,1,1,0
655840555388,HH83416,42661,Pension,District_36,BA92179444,9773530840,1,7,1,1
087657489655,HH95699,63841,Scholarship,District_12,BA79230610,9157807947,1,1,1,0
434454596865,HH22724,114533,Food-Ration,District_36,BA26477252,7601368900,1,1,11,1
772050212370,HH65168,49709,PM-KISAN,District_22,BA59775457,7212212098,1,1,1,0
216361647720,HH19776,65461,PM-KISAN,District_44,BA17193748,8856269491,1,1,1,0
151559807155,HH39664,77700,Food-Ration,District_9,BA53456383,6796648856,4,1,1,1
571182007175,HH48823,40325,Pension,District_8,BA47105222,9628965861,4,1,1,1
925004196180,HH19872,57585,Food-Ration,District_24,BA62613378,7022514718,1,1,10,1
036225441726,HH96565,73379,Food-Ration,District_43,BA59564933,8303323266,1,1,18,1
332462075740,HH67092,71400,MGNREGA,District_25,BA72226351,7462494616,1,1,1,0
366834325108,HH20056,108410,Food-Ration,District_21,BA91279229,9795949672,1,1,1,0
786385266829,HH10382,116243,Scholarship,District_34,BA28690279,6862171136,1,1,1,0
380439559450,HH58320,44317,Pension,District_15,BA32301410,9518320132,1,1,7,1
161749254290,HH61348,73338,PM-KISAN,District_30,BA40385816,6311746994,1,1,1,0
830135173546,HH64316,90227,Scholarship,District_31,BA27782586,6062185246,1,1,1,0
154519237907,HH17476,115490,MGNREGA,District_21,BA81048027,9513537672,1,1,1,0
491824794788,HH94835,91554,PM-KISAN,District_50,BA11979675,9400722668,1,1,1,0
911178849055,HH33236,78727,Pension,District_23,BA67075492,8786780089,4,1,1,1
348516171560,HH92950,89996,PM-KISAN,District_29,BA97820362,9290001611,1,1,10,1
457849558900,HH51056,90213,Pension,District_30,BA04297856,7909237579,1,1,1,0
460607387956,HH95655,42168,PM-KISAN,District_20,BA73113102,6635110714,1,1,1,0
169980068021,HH28470,75783,MGNREGA,District_17,BA06737292,8258791234,1,1,1,0
758517699767,HH27877,113774,Food-Ration,District_5,BA56954269,6136304983,1,1,11,1
462652097696,HH64777,63779,MGNREGA,District_9,BA32186841,6724286048,1,1,1,0
376112330529,HH43040,73883,PM-KISAN,District_3,BA44811859,9394328546,1,1,1,0
921952863903,HH57633,62724,Scholarship,District_20,BA88043007,7825595757,1,1,1,0
104413063422,HH71825,5000,MGNREGA,District_27,BA72001991,7792120280,1,1,8,1
835561195096,HH49487,70617,MGNREGA,District_16,BA44061994,7521917440,1,1,1,0
962577456073,HH73854,79053,Food-Ration,District_44,BA47434348,9225552426,1,1,1,0
220427380695,HH20391,54625,Pension,District_15,BA47591602,9936077880,1,1,1,0
726917942615,HH29988,35360,Food-Ration,District_3,BA50967052,9524058653,1,1,10,1
254910555617,HH28854,43581,MGNREGA,District_37,BA88410353,6933339939,1,1,1,0
588834829748,HH26688,92925,Scholarship,District_4,BA19549156,6363236458,1,14,1,1
075749329326,HH75983,129175,Scholarship,District_6,BA85469618,6376886883,1,1,1,0
446407968038,HH85673,111473,Food-Ration,District_41,BA34584669,6376937261,1,1,1,0
357083383648,HH24543,29669,MGNREGA,District_6,BA64167224,8791234770,1,1,1,0
979318399798,HH81689,95638,Pension,District_47,BA97311420,6768965565,4,1,1,1
572342099507,HH60686,50105,Scholarship,District_23,BA57184154,8970309663,1,1,1,0
223083893385,HH29455,52531,MGNREGA,District_6,BA39844534,6401957743,1,1,1,0
977284067967,HH95715,56140,Scholarship,District_41,BA98584302,8433412670,1,1,1,0
489115637398,HH99275,91182,Pension,District_29,BA96498421,7598677858,1,1,1,0
946176662517,HH40784,98777,Food-Ration,District_1,BA68149689,7951375214,1,1,1,0
242803301529,HH25383,67059,Scholarship,District_14,BA27104711,7797821010,4,9,1,1
961551622812,HH27051,67567,Scholarship,District_14,BA14583989,6706462344,1,1,1,0
815790774126,HH28526,83927,PM-KISAN,District_24,BA67777701,7369111295,1,1,1,0
303883738132,HH41369,87039,Pension,District_17,BA69564757,8149589250,1,1,1,0
760513349814,HH59439,105286,PM-KISAN,District_11,BA91777924,9829723577,1,1,1,0
559171128971,HH50035,31468,Scholarship,District_10,BA99530645,8410380607,1,1,10,1
034228245125,HH19646,70600,Food-Ration,District_10,BA11347906,8830264377,1,1,9,1
201318206390,HH34963,37959,MGNREGA,District_17,BA92075139,7599584383,1,1,11,1
057323392361,HH32932,68471,Scholarship,District_8,BA28800580,8061389562,1,1,1,0
957014466613,HH35570,63214,Scholarship,District_8,BA21803592,8302149096,4,9,6,1
423573450336,HH46445,68597,MGNREGA,District_45,BA01805198,8946946471,1,1,1,0
714547321317,HH52629,46007,Food-Ration,District_15,BA74126796,9850149322,1,1,1,0
704396484778,HH10402,25381,Scholarship,District_38,BA83464280,8039448938,1,1,1,0
847842446559,HH46132,7166,Pension,District_21,BA14264294,6963807881,1,1,1,0
809570242777,HH18998,66064,Food-Ration,District_10,BA84268397,8676612452,1,8,1,1
498008378405,HH86705,57069,PM-KISAN,District_20,BA38556965,7097539900,1,1,1,0
478261101389,HH17654,49721,Food-Ration,District_32,BA86220488,6607655224,1,1,1,0
854326593370,HH19657,109676,Pension,District_14,BA76771873,9089630884,4,1,1,1
411709818326,HH76434,44216,Scholarship,District_34,BA01106549,8113792081,4,1,1,1
193148386199,HH14886,112505,Scholarship,District_16,BA02927338,8326133704,1,1,1,0
170595115855,HH57020,118715,Scholarship,District_44,BA78885685,6090211025,4,1,5,1
561618607857,HH64142,11472,Pension,District_43,BA02539875,7383272144,1,1,1,0
688077163832,HH49213,72771,Pension,District_24,BA97176192,6596628439,1,1,11,1
328226041603,HH48874,58009,Pension,District_27,BA79146999,7933688425,1,1,1,0
965674039133,HH73269,5000,Scholarship,District_47,BA45065330,6218419523,1,1,1,0
612932246997,HH85234,26660,Pension,District_35,BA40833162,9245238021,4,1,1,1
878573114540,HH67315,93248,Scholarship,District_24,BA83930537,6927500769,1,1,1,0
909522535126,HH97065,130575,Pension,District_47,BA61870077,8147308197,1,1,1,0
088960312258,HH15610,97080,PM-KISAN,District_41,BA09122849,7805286092,1,1,1,0
104698209774,HH80441,79708,Food-Ration,District_16,BA81538367,7524074530,3,1,1,1
118995865046,HH67938,69360,MGNREGA,District_44,BA79111576,6325021171,1,7,1,1
034500795189,HH33390,120479,MGNREGA,District_39,BA25583295,7218649416,1,1,1,0
527836697807,HH70789,134447,Pension,District_15,BA18930306,7462571836,1,1,1,0
334229909702,HH89877,52394,Scholarship,District_50,BA62939908,8894453798,1,1,1,0
628982223400,HH14974,10000,PM-KISAN,District_19,BA51504690,7647861449,1,1,1,0
894545390251,HH74736,7054,Pension,District_37,BA66119368,7081390793,1,1,1,0
451333374198,HH28628,109656,Scholarship,District_35,BA19870667,8349068371,1,6,1,1
125194916870,HH27890,68588,PM-KISAN,District_15,BA73671494,8575151870,1,1,1,0
173359091694,HH94524,75497,Scholarship,District_14,BA74201651,6400592282,1,1,1,0
181289550355,HH46409,16280,MGNREGA,District_44,BA20389912,9066766470,1,1,1,0
688716202962,HH24859,47404,PM-KISAN,District_41,BA79035651,7979791147,1,7,10,1
257987458599,HH70588,57204,MGNREGA,District_21,BA00514077,9826274486,4,8,1,1
723416376617,HH53393,76235,Pension,District_32,BA11118308,6428988896,1,1,1,0
112759139079,HH66237,58042,PM-KISAN,District_16,BA59768620,8146165899,4,1,1,1
459377930064,HH48426,38880,Food-Ration,District_42,BA54579720,9955955189,1,9,1,1
732519316078,HH77688,46462,Scholarship,District_38,BA14310582,7269429378,1,1,1,0
179499177147,HH50329,106249,PM-KISAN,District_19,BA12882371,7848348186,1,1,1,0
910289716893,HH68381,77343,Food-Ration,District_14,BA99783923,6803834046,1,1,1,0
871098964352,HH13280,88364,PM-KISAN,District_41,BA03151606,7115074058,1,1,1,0
432673614018,HH38643,43033,Pension,District_1,BA56649833,8099335727,1,5,1,1
939917326326,HH13904,5000,MGNREGA,District_30,BA09078368,9285967951,1,1,1,0
226161855033,HH69072,54306,PM-KISAN,District_16,BA87974402,9902615993,4,1,10,1
970937825363,HH95734,44002,Food-Ration,District_46,BA01469091,7500769664,1,1,1,0
310438082276,HH52180,80470,PM-KISAN,District_29,BA76291229,8456057729,1,1,7,1
256272327984,HH34278,168571,Pension,District_20,BA51540033,7447931398,1,1,1,0
779704308877,HH78061,90854,Scholarship,District_30,BA09764854,8923303919,1,1,6,1
776159705901,HH44371,152078,Pension,District_50,BA77477446,6716300113,1,1,1,0
846534920098,HH90638,87063,MGNREGA,District_48,BA12683338,8195420769,1,1,1,0
937782300191,HH40844,51103,MGNREGA,District_43,BA94251577,8382579479,1,1,1,0
858908074030,HH53919,80437,MGNREGA,District_20,BA09542329,9131383305,1,8,1,1
036277041974,HH33485,123419,MGNREGA,District_26,BA83614032,9655887685,1,1,1,0
843706635016,HH58919,124886,Food-Ration,District_6,BA61056302,6209692298,1,1,1,0
528979968361,HH99651,52739,Food-Ration,District_49,BA18596172,7457608692,1,1,7,1
897843201628,HH52789,77595,PM-KISAN,District_41,BA21537423,8518857937,1,1,1,0
933077031741,HH97856,27121,Scholarship,District_42,BA16839168,9281513452,1,1,1,0
501353408750,HH83784,94740,PM-KISAN,District_41,BA49119592,9231216213,1,1,1,0
044215443246,HH53495,116600,Food-Ration,District_27,BA29979266,9632856158,1,1,1,0
581187407000,HH81829,71193,MGNREGA,District_29,BA41878582,6398910615,1,7,8,1
301501242022,HH98914,49978,Pension,District_27,BA05504675,6066868400,1,1,1,0
440943345537,HH60960,80803,PM-KISAN,District_33,BA21563430,8095640759,1,1,10,1
294253503138,HH31460,82523,MGNREGA,District_46,BA11905647,6510342050,1,1,1,0
915996781955,HH51275,72434,Scholarship,District_12,BA60757180,8714853025,1,1,1,0
257238935597,HH38811,75361,PM-KISAN,District_24,BA50834840,8761324414,1,6,1,1
380810466638,HH23710,64785,MGNREGA,District_39,BA35272662,7223721060,1,1,1,0
512413116255,HH22007,99878,PM-KISAN,District_31,BA18847682,7348430991,1,1,1,0
376835105864,HH18484,92086,PM-KISAN,District_7,BA69162224,8518714510,1,1,1,0
275481746410,HH21417,40506,Scholarship,District_47,BA58997073,6209327825,1,1,1,0
331860517104,HH41203,39682,Food-Ration,District_38,BA51531095,6223145381,1,1,1,0
873675116787,HH22065,62368,MGNREGA,District_14,BA42105907,6071442286,1,1,1,0
842669682780,HH40920,92105,Pension,District_39,BA88994980,8557309861,1,1,1,0
934560359010,HH71857,74441,Pension,District_34,BA66739643,9381236587,1,1,1,0
961285548008,HH52852,50705,MGNREGA,District_6,BA66169750,9363435480,1,5,1,1
127353508519,HH21552,297437,PM-KISAN,District_18,BA19673511,9660343047,1,1,1,1
733233805470,HH77618,60075,Pension,District_7,BA48446866,6784902894,1,7,10,1
316922267395,HH34888,96414,PM-KISAN,District_18,BA77456389,8732775222,1,1,9,1
102567047416,HH91858,79991,Scholarship,District_11,BA44044176,9278676157,1,1,1,0
652802567761,HH67712,60541,Food-Ration,District_6,BA59069046,8375674875,1,8,1,1
609514728359,HH72844,76945,Food-Ration,District_27,BA76059344,6068777116,1,1,1,0
847856096577,HH63870,109451,PM-KISAN,District_40,BA98573481,9257279646,1,1,1,0
483824899658,HH17485,52911,Food-Ration,District_46,BA06508945,7351318466,1,1,1,0
019468719562,HH73962,82079,MGNREGA,District_42,BA47060103,9397909404,1,1,1,0
038413569871,HH43391,67886,Scholarship,District_14,BA13005987,9209826926,1,1,1,0
236190918587,HH26275,82809,Food-Ration,District_8,BA52432783,6324078955,1,1,8,1
941319982849,HH14176,50363,PM-KISAN,District_46,BA41658665,9725412993,1,1,11,1
337449271343,HH88750,73310,PM-KISAN,District_2,BA40743088,9268752850,1,1,1,0
412665303799,HH22181,103234,Scholarship,District_21,BA25566312,6796048353,1,1,1,0
029084825199,HH39716,41889,Food-Ration,District_12,BA82811887,7870259185,1,1,1,0
502121850233,HH16173,30117,Food-Ration,District_46,BA68789843,6209654132,1,1,10,1
998243474160,HH34517,31256,Food-Ration,District_44,BA13458638,6524885092,1,1,1,0
191046490852,HH80581,34880,Food-Ration,District_15,BA88869692,9092998240,1,1,1,0
540295029720,HH46220,87859,MGNREGA,District_43,BA95353611,9711089242,1,1,1,0
216920659381,HH67266,27824,PM-KISAN,District_3,BA76573059,9422110504,1,1,1,0
985646398232,HH22616,61063,Pension,District_16,BA01686907,9350252502,1,1,1,0
520384266656,HH86510,88548,PM-KISAN,District_39,BA89624930,7156777907,1,1,1,0
373025788159,HH10693,82499,PM-KISAN,District_23,BA92283541,9625138471,1,1,1,0
054375768852,HH91944,58433,Scholarship,District_46,BA58648534,8774033551,1,1,5,1
618304988356,HH77837,75727,MGNREGA,District_7,BA56552132,8211833416,4,1,1,1
555959047728,HH62980,73214,Food-Ration,District_8,BA56635270,8617902638,1,5,1,1
129882598187,HH72022,63272,Pension,District_32,BA78380924,8603120660,1,1,1,0
359531654601,HH51481,63674,Pension,District_43,BA43985146,9074592773,1,1,1,0
449025660693,HH95216,137062,PM-KISAN,District_4,BA67095031,7631590221,1,1,1,0
161509135175,HH55374,94279,Food-Ration,District_49,BA70627835,8573045306,1,6,1,1
702567111859,HH95831,144419,Scholarship,District_9,BA13618868,9207096094,1,1,1,0
932642220834,HH42923,55091,MGNREGA,District_2,BA23611942,9015087522,1,1,1,0
487751711311,HH69919,67451,PM-KISAN,District_47,BA72375507,8978616782,1,1,1,0
839587729408,HH65058,30036,MGNREGA,District_41,BA24353698,8292761769,1,1,1,0
081348604740,HH74474,45712,Pension,District_31,BA30310134,6924391081,1,1,1,0
624166804527,HH63309,127057,MGNREGA,District_36,BA22233264,9919360619,1,1,1,0
075344724387,HH49881,54338,Food-Ration,District_1,BA71656476,9278331103,1,1,1,0
959424676589,HH97806,127578,Food-Ration,District_19,BA52435149,6714274680,1,1,1,0
326977966817,HH28068,32699,Food-Ration,District_19,BA00000973,6221836652,1,1,1,0
438403957364,HH42655,38395,Food-Ration,District_38,BA52197635,8825576273,1,1,1,0
654498207733,HH83481,59763,Scholarship,District_50,BA51003864,8109794151,1,15,1,1
668646407476,HH17975,68087,Pension,District_9,BA35729291,7240307536,1,1,1,0
572937939221,HH70680,97692,Scholarship,District_31,BA74933282,6840786689,1,1,1,0
963622094801,HH24639,83523,MGNREGA,District_25,BA46801393,8897388507,1,1,7,1
333951223247,HH56728,57510,Food-Ration,District_48,BA19563044,9139196358,1,1,1,0
770332107548,HH30382,59783,Scholarship,District_11,BA20130199,7116997030,1,1,1,0
854434742292,HH14607,60428,MGNREGA,District_49,BA46051179,9650952618,1,1,1,0
162719152970,HH43673,42560,Pension,District_35,BA99404423,9309273840,1,1,1,0
372424928565,HH99244,43361,Food-Ration,District_5,BA06995183,9185810754,1,1,1,0
814972819098,HH64890,100836,Scholarship,District_9,BA32384144,6529090994,1,1,1,0
792646113102,HH13431,15155,Pension,District_21,BA20953129,8245471946,4,1,1,1
343373589531,HH40201,118520,Pension,District_30,BA31485528,8301475358,1,1,1,0
505592647049,HH98531,59710,MGNREGA,District_5,BA02527941,8717563408,1,1,1,0
773079919747,HH20945,46824,PM-KISAN,District_26,BA11536677,9117577150,4,1,1,1
347971215865,HH33467,92192,Pension,District_12,BA37707975,7088800560,1,1,1,0
792760280999,HH76732,114556,Scholarship,District_13,BA81421620,9333875270,1,5,1,1
141336477101,HH73745,103528,PM-KISAN,District_37,BA82239454,7120847143,1,1,1,0
650369937083,HH47354,85055,Scholarship,District_3,BA35536903,9312337339,4,1,1,1
348593979796,HH34048,102605,PM-KISAN,District_39,BA45600221,6941386558,1,1,1,0
779116384175,HH23303,18505,PM-KISAN,District_12,BA49846344,8715884358,1,1,1,0
652757543459,HH23960,54345,MGNREGA,District_21,BA07114406,6402108251,1,1,1,0
839521209510,HH20064,42664,Pension,District_12,BA39680089,9913502699,1,1,9,1
578495293405,HH70724,228139,MGNREGA,District_37,BA97718573,8492884441,1,1,1,1
481248141026,HH40564,58495,PM-KISAN,District_40,BA71828732,7492002418,1,1,1,0
766145305990,HH19816,95362,Pension,District_40,BA08248550,8358890160,1,1,1,0
495822453428,HH23931,86075,Scholarship,District_9,BA13415495,9747012744,1,1,1,0
542240572018,HH18101,44130,Scholarship,District_4,BA03654423,7336313849,1,6,1,1
388208934930,HH84287,52391,Food-Ration,District_29,BA30912602,9144708364,1,1,1,0
552422587066,HH79384,108814,Scholarship,District_18,BA04598113,7646877203,1,5,1,1
443081836329,HH18264,46735,Pension,District_30,BA98640985,9611440853,4,1,6,1
411655090429,HH13109,73746,Scholarship,District_46,BA59448239,9956579315,1,1,1,0
553376609856,HH78091,46523,Scholarship,District_29,BA68117283,7711988996,1,1,1,0
832765532408,HH67143,60581,Scholarship,District_32,BA79602251,6702567867,1,1,1,0
285196676248,HH77058,68615,MGNREGA,District_19,BA45494422,6169098354,1,7,9,1
881576717626,HH93246,46514,Food-Ration,District_32,BA29071418,9069103629,1,1,6,1
514812652554,HH21760,41186,PM-KISAN,District_18,BA01573678,8496769581,1,3,1,0
886807449030,HH86720,78588,Pension,District_24,BA41881050,8675916136,1,1,1,0
980489674178,HH36514,44657,Scholarship,District_49,BA64368924,6157171582,1,8,1,1
970633562368,HH57970,45680,PM-KISAN,District_23,BA17415279,7645113115,1,1,1,0
348439968128,HH82492,41828,PM-KISAN,District_35,BA39145274,8887248703,1,1,1,0
536898578001,HH91025,67662,PM-KISAN,District_8,BA59284814,7620177110,1,1,1,0
071415694476,HH21518,98311,Scholarship,District_17,BA55396749,8989678382,1,1,1,0
484996795353,HH86200,115195,Food-Ration,District_7,BA76100696,9346513558,1,1,1,0
821237908412,HH81598,48222,MGNREGA,District_34,BA94082312,6474732916,1,1,1,0
613939649201,HH70187,134509,MGNREGA,District_26,BA07032714,6203989359,1,1,1,0
421837395336,HH46616,39858,MGNREGA,District_23,BA18543461,9533832994,1,7,1,1
933658238160,HH21546,102506,Food-Ration,District_9,BA26998169,8672213570,1,1,1,0
934917862590,HH84714,48349,Food-Ration,District_49,BA27148267,8369657301,1,8,1,1
